,language,text
Innocent: Hello. Suspect: Hello this is John from TechShield Solutions. Weve been monitoring your computers activity and have detected a critical security breach. Your device has been infected with malware and is at risk of data compromise. Im calling to offer our assistance in resolving this issue. Can you please confirm your computers operating system and the type of antivirus software youre currently using Innocent: Oh no that sounds serious Im using a Windows 10 operating system and I have Norton Antivirus installed. Suspect: Thank you for the information maam. Ive accessed your devices details and I can see that the malware has indeed bypassed your Norton Antivirus. Its a very sophisticated virus and if we dont take immediate action it could lead to identity theft and financial loss. Im going to guide you through a few steps to resolve this issue. Can you please allow me to remotely access your computer so I can run a diagnostic test and remove the malware Innocent: Yes that sounds like a good idea. I dont want my identity stolen or anything bad to happen to my computer. How do I allow you to remotely access it Suspect: Im going to provide you with a link to download a remote access tool. Its a safe and secure software that will allow me to access your computer and fix the issue. Please open a browser and go to teamviewer.com/download. Download and install the software and then provide me with the ID and password that appears on your screen. This will give me temporary access to your computer and Ill take care of the rest. Innocent: Okay Ive opened the browser and Im on the TeamViewer website. Im downloading the software now. Oh its done. Ive installed it and I see the ID and password on my screen. The ID is 542319 and the password is 8271. Suspect: Thank you maam. Ive successfully connected to your computer. Im running the diagnostic test now and its confirming that your computer is indeed infected with the malware. Im going to remove the virus and install some additional security software to prevent future breaches. This will require a one-time service fee of 299.99. Ill guide you through the payment process once the repair is complete. Please stay on the line while I work on your computer. Innocent: Oh okay. That sounds good. Im glad youre taking care of the problem. 299.99 sounds like a lot but I dont want to risk losing all my files and stuff. How long will it take to fix everything Suspect: I completely understand your concern maam. The 299.99 is a small price to pay for the security and peace of mind that comes with knowing your computer and data are safe. As for the time it should take around 30-45 minutes to complete the repair. Im making good progress and Ill have everything resolved shortly. In the meantime I need to put you on hold for just a minute while I check on the status of the repair. Can you please hold for just a moment Innocent: Yes thats okay. Take your time. Ill wait. Suspect: Thank you maam. Ill be right back. Okay Im back. The repair is almost complete. I just need to install one more piece of software to ensure your computer is fully protected. This software is a specialized tool that will detect and remove any future threats. Its a 99.99 value but I can offer it to you for 49.99. Would you like to take advantage of this offer Innocent: Yes that sounds like a good deal. I dont want to risk getting infected again. Ill take the offer. Suspect: Maam. Ill add the software to your package. Now to complete the payment for the service fee and the additional software Ill need you to purchase a prepaid debit card for 349.98. You can find these cards at any retail store like Walmart or Target. Once you have the card please call me back with the card number and security code and Ill process the payment. Innocent: Okay I think I can do that. Ill go to Walmart right now and buy the card. Can you give me your number so I can call you back when I have the card Suspect: Maam. My direct number is 1-877-555-1234. Please call me back as soon as you have the prepaid debit card and Ill take care of the payment. Remember its very important to call me back right away so I can finalize the repair and ensure your computer is fully protected. Dont hesitate to reach out if you have any questions or concerns. Ill be waiting for your call. Innocent: Thank you John. Ill go get the card right now and call you back as soon as I have it. Thank you for helping me with my computer Suspect: Youre welcome maam. Im happy to help. Remember dont try to use your computer until Ive finalized the repair and confirmed that its safe to do so. And dont hesitate to reach out if you have any questions or concerns. Ill be waiting for your call. Have a great day Innocent: Thank you John. Ill wait to hear back from you before using my computer again. Bye,fr,"Innocente : Bonjour. Suspecte : Bonjour, ici John de TechShield Solutions. Nous avons surveillé l'activité de votre ordinateur et détecté une faille de sécurité critique. Votre appareil est infecté par un logiciel malveillant et vos données risquent d'être compromises. Je vous appelle pour vous proposer notre aide afin de résoudre ce problème. Pourriez-vous me confirmer le système d'exploitation de votre ordinateur et le type de logiciel antivirus que vous utilisez actuellement ? Innocente : Oh non, ça a l'air grave. J'utilise Windows 10 et j'ai Norton Antivirus installé. Suspecte : Merci pour ces informations, madame. J'ai consulté les détails de votre appareil et je constate que le logiciel malveillant a effectivement contourné votre antivirus Norton. C'est un virus très sophistiqué et si nous n'intervenons pas immédiatement, cela pourrait entraîner un vol d'identité et des pertes financières. Je vais vous guider à travers quelques étapes pour résoudre ce problème. Pourriez-vous m'autoriser à accéder à distance à votre ordinateur afin que je puisse effectuer un diagnostic et supprimer le logiciel malveillant ? Innocente : Oui, c'est une bonne idée. Je ne veux pas que mon identité soit volée ni qu'il arrive quoi que ce soit de grave à mon ordinateur. Comment puis-je vous permettre d'y accéder à distance ? Suspect : Je vais vous fournir un lien pour télécharger un outil d'accès à distance. C'est un logiciel sûr qui me permettra d'accéder à votre ordinateur et de résoudre le problème. Veuillez ouvrir un navigateur et vous rendre sur teamviewer.com/download. Téléchargez et installez le logiciel, puis communiquez-moi l'identifiant et le mot de passe qui s'affichent à l'écran. Cela me donnera un accès temporaire à votre ordinateur et je m'occuperai du reste. Innocent : D'accord, j'ai ouvert le navigateur et je suis sur le site web de TeamViewer. Je télécharge le logiciel. Oh, c'est fait ! Je l'ai installé et je vois l'identifiant et le mot de passe à l'écran. L'identifiant est 542319 et le mot de passe est 8271. Suspect : Merci madame. Je me suis connecté à votre ordinateur. Je lance actuellement un test de diagnostic qui confirme que votre ordinateur est bien infecté par un logiciel malveillant. Je vais supprimer le virus et installer un logiciel de sécurité supplémentaire pour prévenir toute future intrusion. Ce service est facturé 299,99 € (paiement unique). Je vous guiderai tout au long du processus de paiement une fois la réparation terminée. Veuillez rester en ligne pendant que je travaille sur votre ordinateur. Innocente : Oh, d'accord. Parfait. Je suis contente que vous vous occupiez du problème. 299,99 €, ça paraît cher, mais je ne veux pas risquer de perdre tous mes fichiers. Combien de temps cela prendra-t-il pour tout réparer ? Suspecte : Je comprends parfaitement votre inquiétude, madame. 299,99 €, c'est un petit prix à payer pour la sécurité et la tranquillité d'esprit que vous procure la certitude que votre ordinateur et vos données sont protégés. Quant au temps, la réparation devrait prendre environ 30 à 45 minutes. J'avance bien et tout sera réglé sous peu. En attendant, je dois vous mettre en attente une minute le temps de vérifier l'état de la réparation. Pouvez-vous patienter un instant, s'il vous plaît ? Innocente : Oui, pas de problème. Prenez votre temps. J'attends. Suspecte : Merci, madame. Je reviens tout de suite. Voilà, je suis de retour. La réparation est presque terminée. Il me reste juste à installer un dernier logiciel pour garantir la protection complète de votre ordinateur. Ce logiciel est un outil spécialisé qui détectera et supprimera toute menace future. Sa valeur est de 99,99 $, mais je peux vous l'offrir pour 49,99 $. Souhaitez-vous profiter de cette offre ? Innocent : Oui, cela me semble une bonne affaire. Je ne veux pas risquer d'être infecté à nouveau. J'accepte l'offre. Suspect : Madame. J'ajouterai le logiciel à votre forfait. Pour finaliser le paiement des frais de service et du logiciel supplémentaire, vous devrez acheter une carte de débit prépayée de 349,98 $. Vous trouverez ces cartes dans n'importe quel magasin comme Walmart ou Target. Une fois la carte en votre possession, veuillez me rappeler avec le numéro de carte et le code de sécurité, et je procéderai au paiement. Innocent : D'accord, je pense pouvoir faire cela. Je vais chez Walmart tout de suite acheter la carte. Pouvez-vous me donner votre numéro afin que je puisse vous rappeler dès que j'aurai la carte ? Suspect : Madame. Mon numéro direct est le 1-877-555-1234. Veuillez me rappeler dès que vous aurez la carte de débit prépayée et je m'occuperai du paiement. N'oubliez pas qu'il est très important de me rappeler immédiatement afin que je puisse finaliser la réparation et m'assurer que votre ordinateur est entièrement protégé. N'hésitez pas à me contacter si vous avez des questions ou des inquiétudes. J'attends votre appel. Innocent : Merci John. Je vais chercher la carte tout de suite et je vous rappelle dès que je l'ai. Merci de m'avoir aidée avec mon ordinateur. Suspect : De rien madame. C'est un plaisir de vous aider. N'oubliez pas de ne pas utiliser votre ordinateur tant que je n'ai pas finalisé la réparation et confirmé qu'il est sûr de le faire. N'hésitez pas à me contacter si vous avez des questions ou des inquiétudes. J'attends votre appel. Bonne journée ! Innocent : Merci John. J'attendrai de vos nouvelles avant de réutiliser mon ordinateur. Au revoir."
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 699,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez au plus vite pour éviter tout problème. Réf. : 699
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 340,fr,Avis important : La vérification de votre compte requiert une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 340
Person A: Good afternoon Im calling from the bank and theres an issue with your account. Person B: An issue with my account Can you provide specific details on what the problem is Person A: Yes there are unauthorized transactions and we need to verify your personal information urgently. Person B: Can you confirm your role at the bank and provide a direct line to your office for verification Person A: Im unable to disclose personal information due to company policies. Person B: I understand but I need to validate the legitimacy of this call. Can you suggest an alternative verification method Person A: Time is of the essence and we must act swiftly. Person B: I insist on independently confirming this. Goodbye.,fr,"Personne A : Bonjour, je vous appelle de la banque. Il y a un problème avec votre compte. Personne B : Un problème avec mon compte ? Pouvez-vous me donner des détails précis sur le problème ? Personne A : Oui, il y a des transactions non autorisées et nous devons vérifier vos informations personnelles de toute urgence. Personne B : Pouvez-vous confirmer votre fonction à la banque et me donner un numéro direct pour vous joindre afin que je puisse vérifier ? Personne A : Je ne peux pas divulguer d'informations personnelles en raison des politiques de l'entreprise. Personne B : Je comprends, mais je dois m'assurer de la légitimité de cet appel. Pouvez-vous me suggérer une autre méthode de vérification ? Personne A : Le temps presse et nous devons agir rapidement. Personne B : J'insiste pour vérifier cela indépendamment. Au revoir."
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 7506,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez au plus vite pour éviter tout problème. Réf. : 7506
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,fr,"Super nouveau service ! Chat vidéo sexuel en direct sur votre mobile : regardez les filles les plus sexy et les plus coquines en direct sur votre téléphone. Pour plus d'informations, envoyez « horny » au 89070. Pour annuler, envoyez « STOP » au 89070."
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 5051,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 5051
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 8880,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 8880
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 730,fr,Avis important : La vérification de votre compte requiert une attention urgente. Agissez sans délai afin d’éviter tout problème. Réf. : 730
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 5099,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 5099
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 1177,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez au plus vite pour éviter tout problème. Réf. : 1177
